Date,CER,UVA,UVI
22-11-2020,24.376146883763106,61.4,55.38
23-11-2020,24.406469979487103,61.4,55.38
24-11-2020,24.436830796108453,61.4,55.38
25-11-2020,24.46722938055065,61.71,55.73
26-11-2020,24.49766577979559,61.79,55.82
27-11-2020,24.528140040883592,61.86,55.91
28-11-2020,24.5586522109135,61.94,56.0
29-11-2020,24.589202337042742,61.94,56.0
30-11-2020,24.619790466487416,61.94,56.0
01-12-2020,24.65041664652235,62.17,56.27
02-12-2020,24.68108092448118,62.25,56.36
03-12-2020,24.711783347756423,62.33,56.45
04-12-2020,24.74252396379956,62.41,56.54
05-12-2020,24.77330282012108,62.48,56.63
06-12-2020,24.804119964290592,62.48,56.63
07-12-2020,24.834975443936877,62.48,56.63
08-12-2020,24.86586930674795,62.48,56.63
09-12-2020,24.89680160047117,62.48,56.63
10-12-2020,24.92777237291328,62.87,57.08
11-12-2020,24.958781671940496,62.95,57.17
12-12-2020,24.98982954547857,63.03,57.26
13-12-2020,25.020916041512887,63.03,57.26
14-12-2020,25.052041208088507,63.03,57.26
15-12-2020,25.08320509331027,63.26,57.54
16-12-2020,25.10870474042165,63.34,57.63
17-12-2020,25.134230310536108,63.41,57.72
18-12-2020,25.15978183000703,63.47,57.81
19-12-2020,25.1853593252146,63.54,57.91
20-12-2020,25.210962822565804,63.54,57.91
21-12-2020,25.236592348494494,63.54,57.91
22-12-2020,25.262247929461378,63.73,58.54
23-12-2020,25.287929591954075,63.8,58.81
24-12-2020,25.31363736248713,63.86,59.09
25-12-2020,25.339371267602036,63.93,59.09
26-12-2020,25.365131333867268,63.93,59.09
27-12-2020,25.390917587878324,63.93,59.09
28-12-2020,25.416730056257723,63.93,59.09
29-12-2020,25.44256876565506,64.19,60.48
30-12-2020,25.468433742747017,64.25,60.76
31-12-2020,25.494325014237397,64.32,61.04
01-01-2021,25.52024260685714,64.38,61.04
02-01-2021,25.54618654736438,64.38,61.04
03-01-2021,25.57215686254444,64.38,61.04
04-01-2021,25.59815357920987,64.38,61.04
05-01-2021,25.624176724200492,64.64,62.48
06-01-2021,25.65022632438341,64.71,62.77
07-01-2021,25.67630240665303,64.78,63.06
08-01-2021,25.702404997931104,64.84,63.35
09-01-2021,25.72853412516676,64.91,63.65
10-01-2021,25.754689815336505,64.91,63.65
11-01-2021,25.78087209544429,64.91,63.65
12-01-2021,25.80708099252152,65.11,64.54
13-01-2021,25.833316533627052,65.17,64.84
14-01-2021,25.859578745847287,65.24,65.15
15-01-2021,25.88586765629613,65.3,65.45
16-01-2021,25.918638775905805,65.37,65.75
17-01-2021,25.951451383260636,65.37,65.75
18-01-2021,25.98430553088348,65.37,65.75
19-01-2021,26.017201271363696,65.62,66.68
20-01-2021,26.05013865735722,65.7,66.99
21-01-2021,26.083117741586644,65.79,67.08
22-01-2021,26.116138576841312,65.87,67.18
23-01-2021,26.14920121597739,65.95,67.27
24-01-2021,26.18230571191797,65.95,67.27
25-01-2021,26.215452117653125,65.95,67.27
26-01-2021,26.24864048624004,66.2,67.55
27-01-2021,26.281870870803044,66.29,67.64
28-01-2021,26.31514332453374,66.37,67.74
29-01-2021,26.348457900691056,66.45,67.83
30-01-2021,26.38181465260136,66.54,67.93
31-01-2021,26.415213633658507,66.54,67.93
01-02-2021,26.448654897323976,66.54,67.93
02-02-2021,26.482138497126908,66.79,68.21
03-02-2021,26.515664486664217,66.88,68.3
04-02-2021,26.549232919600676,66.96,68.4
05-02-2021,26.58284384966898,67.05,68.49
06-02-2021,26.61649733066987,67.13,68.59
07-02-2021,26.65019341647218,67.13,68.59
08-02-2021,26.683932161012955,67.13,68.59
09-02-2021,26.717713618297516,67.39,68.88
10-02-2021,26.751537842399543,67.47,68.97
11-02-2021,26.785404887461205,67.56,69.07
12-02-2021,26.81931480769318,67.64,69.16
13-02-2021,26.85326765737479,67.73,69.26
14-02-2021,26.88726349085408,67.73,69.26
15-02-2021,26.921302362547884,67.73,69.26
16-02-2021,26.95903852413704,67.73,69.26
17-02-2021,26.996827581305773,67.73,69.26
18-02-2021,27.034669608198943,68.18,69.74
19-02-2021,27.072564679065337,68.27,69.84
20-02-2021,27.11051286825782,68.37,69.94
21-02-2021,27.14851425023348,68.37,69.94
22-02-2021,27.186568899553773,68.37,69.94
23-02-2021,27.224676890884663,68.65,70.26
24-02-2021,27.262838298996783,68.75,70.37
25-02-2021,27.30105319876557,68.85,70.48
26-02-2021,27.33932166517141,68.94,70.58
27-02-2021,27.377643773299805,69.04,70.69
28-02-2021,27.416019598341496,69.04,70.69
01-03-2021,27.454449215592614,69.04,70.69
02-03-2021,27.49293270045485,69.33,71.02
03-03-2021,27.531470128435583,69.43,71.13
04-03-2021,27.570061575148017,69.53,71.24
05-03-2021,27.60870711631136,69.62,71.35
06-03-2021,27.64740682775096,69.72,71.46
07-03-2021,27.686160785398435,69.72,71.46
08-03-2021,27.72496906529185,69.72,71.46
09-03-2021,27.76383174357586,70.01,71.79
10-03-2021,27.80274889650184,70.11,71.9
11-03-2021,27.84172060042804,70.21,72.01
12-03-2021,27.88074693181977,70.31,72.12
13-03-2021,27.91982796724951,70.41,72.23
14-03-2021,27.95896378339707,70.41,72.23
15-03-2021,27.998154457049743,70.41,72.23
16-03-2021,28.030115096619525,70.7,72.57
17-03-2021,28.06211222011125,70.79,72.68
18-03-2021,28.094145869172284,70.87,72.79
19-03-2021,28.12621608549754,70.95,72.9
20-03-2021,28.15832291082952,71.03,73.01
21-03-2021,28.19046638695839,71.03,73.01
22-03-2021,28.222646555722005,71.03,73.01
23-03-2021,28.254863459005986,71.27,73.39
24-03-2021,28.28711713874377,71.35,73.52
25-03-2021,28.319407636916655,71.35,73.52
26-03-2021,28.351734995553876,71.52,73.77
27-03-2021,28.38409925673262,71.6,73.9
28-03-2021,28.41650046257813,71.6,73.9
29-03-2021,28.44893865526373,71.6,73.9
30-03-2021,28.481413877010883,71.84,74.29
31-03-2021,28.51392617008925,71.92,74.41
01-04-2021,28.54647557681674,72.01,74.54
02-04-2021,28.57906213955957,72.01,74.54
03-04-2021,28.611685900732333,72.01,74.54
04-04-2021,28.64434690279802,72.01,74.54
05-04-2021,28.677045188268103,72.01,74.54
06-04-2021,28.709780799702585,72.42,75.19
07-04-2021,28.742553779710047,72.5,75.32
08-04-2021,28.77536417094771,72.58,75.45
09-04-2021,28.80821201612149,72.67,75.58
10-04-2021,28.841097357986065,72.75,75.71
11-04-2021,28.87402023934489,72.75,75.71
12-04-2021,28.906980703050312,72.75,75.71
13-04-2021,28.93997879200357,73.0,76.1
14-04-2021,28.973014549154897,73.08,76.24
15-04-2021,29.006088017503536,73.17,76.37
16-04-2021,29.05145377072888,73.25,76.5
17-04-2021,29.09689047635444,73.36,76.63
18-04-2021,29.14239824535033,73.36,76.63
19-04-2021,29.18797718886024,73.36,76.63
20-04-2021,29.233627418201674,73.71,77.03
21-04-2021,29.27934904486624,73.82,77.09
22-04-2021,29.325142180519915,73.94,77.16
23-04-2021,29.37100693700334,74.06,77.22
24-04-2021,29.41694342633206,74.17,77.28
25-04-2021,29.462951760696814,74.17,77.28
26-04-2021,29.509032052463823,74.17,77.28
27-04-2021,29.555184414175027,74.52,77.47
28-04-2021,29.6014089585484,74.64,77.54
29-04-2021,29.6477057984782,74.75,77.6
30-04-2021,29.69407504703525,74.87,77.67
01-05-2021,29.740516817467228,74.99,77.73
02-05-2021,29.787031223198923,74.99,77.73
03-05-2021,29.83361837783252,74.99,77.73
04-05-2021,29.88027839514789,75.34,77.92
05-05-2021,29.927011389102844,75.46,77.99
06-05-2021,29.97381747383343,75.58,78.05
07-05-2021,30.020696763654204,75.69,78.11
08-05-2021,30.06764937305851,75.81,78.18
09-05-2021,30.114675416718768,75.81,78.18
10-05-2021,30.161775009486732,75.81,78.18
11-05-2021,30.208948266393804,76.17,78.37
12-05-2021,30.256195302651275,76.29,78.44
13-05-2021,30.303516233650644,76.41,78.5
14-05-2021,30.35091117496388,76.53,78.57
15-05-2021,30.39838024234369,76.65,78.63
16-05-2021,30.43780776760866,76.65,78.63
17-05-2021,30.47728643144536,76.65,78.63
18-05-2021,30.516816300181905,76.97,78.83
19-05-2021,30.556397440232445,77.06,78.89
20-05-2021,30.59602991809727,77.16,78.95
21-05-2021,30.635713800362915,77.26,79.11
22-05-2021,30.675449153702285,77.37,79.26
23-05-2021,30.715236044874764,77.37,79.26
24-05-2021,30.755074540726323,77.37,79.26
25-05-2021,30.79496470818963,77.37,79.26
26-05-2021,30.834906614284176,77.37,79.26
27-05-2021,30.874900326116364,77.87,80.03
28-05-2021,30.91494591087965,77.97,80.19
29-05-2021,30.955043435854627,78.07,80.35
30-05-2021,30.995192968409167,78.07,80.35
31-05-2021,31.03539457599852,78.07,80.35
01-06-2021,31.075648326165407,78.37,80.82
02-06-2021,31.115954286540177,78.48,80.97
03-06-2021,31.15631252484089,78.58,81.13
04-06-2021,31.19672310887343,78.68,81.29
05-06-2021,31.23718610653164,78.78,81.44
06-06-2021,31.277701585797416,78.78,81.44
07-06-2021,31.318269614740824,78.78,81.44
08-06-2021,31.35889026152023,79.09,81.92
09-06-2021,31.399563594382396,79.19,82.08
10-06-2021,31.440289681662595,79.29,82.24
11-06-2021,31.48106859178475,79.4,82.4
12-06-2021,31.52190039326152,79.5,82.56
13-06-2021,31.56278515469443,79.5,82.56
14-06-2021,31.60372294477398,79.5,82.56
15-06-2021,31.64471383227977,79.81,83.04
16-06-2021,31.678979535481645,79.91,83.2
17-06-2021,31.713282342460857,80.0,83.36
18-06-2021,31.74762229339432,80.09,83.53
19-06-2021,31.781999428502463,80.17,83.69
20-06-2021,31.81641378804925,80.17,83.69
21-06-2021,31.85086541234225,80.17,83.69
22-06-2021,31.885354341732697,80.17,83.69
23-06-2021,31.919880616615483,80.52,84.03
24-06-2021,31.954444277429268,80.61,84.09
25-06-2021,31.98904536465649,80.7,84.15
26-06-2021,32.02368391882343,80.78,84.22
27-06-2021,32.058359980500235,80.78,84.22
28-06-2021,32.093073590301,80.78,84.22
29-06-2021,32.12782478888379,81.05,84.4
30-06-2021,32.1626136169507,81.13,84.46
01-07-2021,32.19744011524789,81.22,84.52
02-07-2021,32.23230432456565,81.31,84.58
03-07-2021,32.26720628573844,81.4,84.64
04-07-2021,32.30214603964492,81.4,84.64
05-07-2021,32.33712362720803,81.4,84.64
06-07-2021,32.37213908939502,81.66,84.83
07-07-2021,32.4071924672175,81.75,84.89
08-07-2021,32.44228380173148,81.84,84.95
09-07-2021,32.477413134037434,81.93,85.01
10-07-2021,32.51258050528035,81.93,85.01
11-07-2021,32.54778595664975,81.93,85.01
12-07-2021,32.58302952937977,81.93,85.01
13-07-2021,32.618311264749195,82.28,85.26
14-07-2021,32.6536312040815,82.37,85.32
15-07-2021,32.68898938874491,82.46,85.38
16-07-2021,32.72222109461104,82.55,85.45
17-07-2021,32.75548658390992,82.63,85.51
18-07-2021,32.78878589098588,82.63,85.51
19-07-2021,32.82211905021814,82.63,85.51
20-07-2021,32.8554860960209,82.89,85.69
21-07-2021,32.88888706284331,82.97,85.76
22-07-2021,32.922321985169575,83.06,85.83
23-07-2021,32.95579089751894,83.14,85.9
24-07-2021,32.98929383444574,83.22,85.97
25-07-2021,33.02283083053945,83.22,85.97
26-07-2021,33.0564019204247,83.22,85.97
27-07-2021,33.090007138761315,83.48,86.17
28-07-2021,33.12364652024437,83.56,86.24
29-07-2021,33.1573200996042,83.65,86.31
30-07-2021,33.19102791160644,83.73,86.38
31-07-2021,33.22476999105209,83.82,86.45
01-08-2021,33.25854637277751,83.82,86.45
02-08-2021,33.29235709165448,83.82,86.45
03-08-2021,33.32620218259024,84.07,86.66
04-08-2021,33.36008168052749,84.16,86.72
05-08-2021,33.39399562044449,84.25,86.79
06-08-2021,33.42794403735503,84.33,86.86
07-08-2021,33.46192696630852,84.42,86.93
08-08-2021,33.49594444238996,84.42,86.93
09-08-2021,33.52999650072007,84.42,86.93
10-08-2021,33.56408317645523,84.67,87.14
11-08-2021,33.59820450478758,84.76,87.21
12-08-2021,33.63236052094505,84.85,87.28
13-08-2021,33.66655126019135,84.93,87.35
14-08-2021,33.70077675782606,85.02,87.42
15-08-2021,33.73503704918465,85.02,87.42
16-08-2021,33.76721907641855,85.02,87.42
17-08-2021,33.79943180416348,85.02,87.42
18-08-2021,33.83167526170662,85.35,87.7
19-08-2021,33.86394947836313,85.44,87.77
20-08-2021,33.8962544834761,85.52,87.84
21-08-2021,33.92859030641662,85.6,87.95
22-08-2021,33.960956976583816,85.6,87.95
23-08-2021,33.99335452340483,85.6,87.95
24-08-2021,34.02578297633491,85.84,88.29
25-08-2021,34.05824236485737,85.93,88.41
26-08-2021,34.09073271848368,86.01,88.52
27-08-2021,34.12325406675344,86.09,88.64
28-08-2021,34.155806439234446,86.17,88.75
29-08-2021,34.18838986552269,86.17,88.75
30-08-2021,34.2210043752424,86.17,88.75
31-08-2021,34.25364999804607,86.42,89.1
01-09-2021,34.28632676361448,86.5,89.21
02-09-2021,34.319034701656705,86.58,89.33
03-09-2021,34.351773841910195,86.67,89.45
04-09-2021,34.384544214140746,86.75,89.56
05-09-2021,34.41734584814255,86.75,89.56
06-09-2021,34.45017877373824,86.75,89.56
07-09-2021,34.483043020778865,87.0,89.91
08-09-2021,34.51593861914399,87.08,90.03
09-09-2021,34.54886559874165,87.16,90.14
10-09-2021,34.58182398950844,87.25,90.26
11-09-2021,34.614813821409484,87.33,90.38
12-09-2021,34.64783512443852,87.33,90.38
13-09-2021,34.680887928617885,87.33,90.38
14-09-2021,34.71397226399856,87.58,90.73
15-09-2021,34.747088160660184,87.66,90.85
16-09-2021,34.77569981353904,87.75,90.97
17-09-2021,34.80433502599436,87.82,91.08
18-09-2021,34.83299381742572,87.89,91.2
19-09-2021,34.86167620724864,87.89,91.2
20-09-2021,34.890382214894665,87.89,91.2
21-09-2021,34.91911185981131,88.11,91.5
22-09-2021,34.947865161462126,88.18,91.56
23-09-2021,34.97664213932667,88.25,91.62
24-09-2021,35.00544281290056,88.33,91.68
25-09-2021,35.03426720169546,88.4,91.74
26-09-2021,35.06311532523908,88.4,91.74
27-09-2021,35.09198720307525,88.4,91.74
28-09-2021,35.120882854763856,88.62,91.92
29-09-2021,35.1498022998809,88.69,91.98
30-09-2021,35.17874555801852,88.76,92.04
